111 119 | First point = 84 58 | Total Steps until valid point = 19491
138 121 | First point = 192 219 | Total Steps until valid point = 29357
139 122 | First point = 245 226 | Total Steps until valid point = 6497
131 110 | First point = 3 116 | Total Steps until valid point = 52189
151 126 | First point = 131 176 | Total Steps until valid point = 300393
143 130 | First point = 17 116 | Total Steps until valid point = 19931
134 111 | First point = 99 63 | Total Steps until valid point = 93918
110 118 | First point = 37 240 | Total Steps until valid point = 50506
127 139 | First point = 36 93 | Total Steps until valid point = 20536
106 141 | First point = 133 184 | Total Steps until valid point = 76703
103 147 | First point = 77 211 | Total Steps until valid point = 17169
150 126 | First point = 10 58 | Total Steps until valid point = 36637
127 138 | First point = 31 200 | Total Steps until valid point = 176631
113 115 | First point = 85 111 | Total Steps until valid point = 1617
152 127 | First point = 39 36 | Total Steps until valid point = 17393
106 142 | First point = 230 50 | Total Steps until valid point = 14165
150 125 | First point = 113 61 | Total Steps until valid point = 37570
144 131 | First point = 131 168 | Total Steps until valid point = 56569
150 124 | First point = 158 201 | Total Steps until valid point = 1708
103 148 | First point = 198 188 | Total Steps until valid point = 72392
126 110 | First point = 86 30 | Total Steps until valid point = 15783
126 141 | First point = 138 151 | Total Steps until valid point = 277
121 110 | First point = 87 34 | Total Steps until valid point = 7451
151 128 | First point = 154 142 | Total Steps until valid point = 134
103 124 | First point = 26 156 | Total Steps until valid point = 15394
127 141 | First point = 120 165 | Total Steps until valid point = 4196
147 128 | First point = 122 247 | Total Steps until valid point = 74321
152 128 | First point = 180 117 | Total Steps until valid point = 63650
104 144 | First point = 33 198 | Total Steps until valid point = 92042
135 112 | First point = 171 92 | Total Steps until valid point = 25467
136 112 | First point = 80 41 | Total Steps until valid point = 64164
126 109 | First point = 207 80 | Total Steps until valid point = 30923
153 128 | First point = 158 55 | Total Steps until valid point = 697
118 138 | First point = 41 132 | Total Steps until valid point = 24232
111 117 | First point = 103 116 | Total Steps until valid point = 1630
128 111 | First point = 179 225 | Total Steps until valid point = 42590
101 140 | First point = 54 130 | Total Steps until valid point = 25174
130 130 | First point = 224 228 | Total Steps until valid point = 18555
